"category","pos_group","age_int","mean_delta","n","curve_value"
"shot_vol_off","Defensemen",24,-0.011832047362359,211,0.183164916694936
"shot_vol_off","Defensemen",25,0.19404922792695,222,0.377214144621886
"shot_vol_off","Defensemen",26,-0.290014403920023,224,0.0871997407018624
"shot_vol_off","Defensemen",27,-0.0871997407018625,212,0
"shot_vol_off","Defensemen",28,-0.148246325270837,186,-0.148246325270837
"shot_vol_off","Defensemen",29,-0.478620375625985,173,-0.626866700896821
"shot_vol_off","Defensemen",30,-0.612199839863808,149,-1.23906654076063
"shot_vol_off","Defensemen",31,-0.351245193929576,123,-1.59031173469021
"shot_vol_off","Defensemen",32,0.0385176602052773,105,-1.55179407448493
"shot_vol_off","Defensemen",33,-0.396233295941456,86,-1.94802737042638
"shot_vol_off","Defensemen",34,-0.898845839201999,57,-2.84687320962838
"shot_vol_off","Defensemen",35,0.179759274289337,43,-2.66711393533905
"shot_vol_off","Defensemen",36,0.402783159108969,30,-2.26433077623008
"shot_vol_off","Defensemen",37,-2.42070092939082,18,-4.68503170562089
"shot_vol_off","Defensemen",38,1.03910921430696,9,-3.64592249131393
"shot_vol_off","Defensemen",39,-1.16404658889069,2,-4.80996908020463
"shot_vol_off","Defensemen",40,3.49503153920193,2,-1.3149375410027
"shot_vol_off","Defensemen",41,-8.35745465737334,1,-9.67239219837604
"shot_vol_off","Defensemen",42,8.05549023284859,1,-1.61690196552745
"shot_vol_off","Defensemen",43,-5.67831186001625,1,-7.2952138255437
"shot_vol_off","Forwards",18,0.34140654110826,31,-1.13544814661835
"shot_vol_off","Forwards",19,0.234823219397991,84,-0.90062492722036
"shot_vol_off","Forwards",20,0.894468700098597,141,-0.00615622712176389
"shot_vol_off","Forwards",21,0.148204207139151,217,0.142047980017387
"shot_vol_off","Forwards",22,0.0845034281055815,310,0.226551408122969
"shot_vol_off","Forwards",23,0.0153498443546604,382,0.241901252477629
"shot_vol_off","Forwards",24,0.0804518943498497,400,0.322353146827479
"shot_vol_off","Forwards",25,0.129671810874897,401,0.452024957702376
"shot_vol_off","Forwards",26,-0.364724608610745,396,0.0873003490916306
"shot_vol_off","Forwards",27,-0.0873003490916306,377,0
"shot_vol_off","Forwards",28,-0.399401454838009,343,-0.399401454838008
"shot_vol_off","Forwards",29,-0.205723838472824,284,-0.605125293310832
"shot_vol_off","Forwards",30,-0.0883750450744626,264,-0.693500338385295
"shot_vol_off","Forwards",31,-0.225043968979456,211,-0.918544307364751
"shot_vol_off","Forwards",32,-0.420417579051837,157,-1.33896188641659
"shot_vol_off","Forwards",33,-0.221928135088663,125,-1.56089002150525
"shot_vol_off","Forwards",34,-0.241295590926361,95,-1.80218561243161
"shot_vol_off","Forwards",35,0.214281101945322,69,-1.58790451048629
"shot_vol_off","Forwards",36,-0.301506236713581,37,-1.88941074719987
"shot_vol_off","Forwards",37,-1.64753571485797,25,-3.53694646205785
"shot_vol_off","Forwards",38,0.23323876420218,14,-3.30370769785567
"shot_vol_off","Forwards",39,-0.170263389056986,6,-3.47397108691265
"shot_vol_off","Forwards",40,-0.379020429705302,6,-3.85299151661795
"shot_vol_off","Forwards",41,0.67298659915223,2,-3.18000491746572
"shot_vol_off","Forwards",42,0.871065206943162,2,-2.30893971052256
"shot_vol_off","Forwards",43,0.931938493072373,1,-1.37700121745019
"goaltending","Goalies",20,-0.290654975583844,3,0
"goaltending","Goalies",21,-0.443773165038649,9,0
"goaltending","Goalies",22,-0.409473470218391,27,0
"goaltending","Goalies",23,0.0387446329225291,41,0
"goaltending","Goalies",24,-0.0957079467715536,49,0
"goaltending","Goalies",25,-0.124082141264255,70,0.363629653340796
"goaltending","Goalies",26,-0.0236283529417159,73,0.34000130039908
"goaltending","Goalies",27,-0.34000130039908,66,0
"goaltending","Goalies",28,0.105025886258322,62,0.105025886258322
"goaltending","Goalies",29,-0.110863977438574,55,-0.00583809118025203
"goaltending","Goalies",30,0.0730273496912282,54,0.0671892585109761
"goaltending","Goalies",31,-0.179805532853751,51,-0.112616274342775
"goaltending","Goalies",32,0.00347956852117861,39,-0.109136705821597
"goaltending","Goalies",33,-0.124682915442379,33,-0.233819621263975
"goaltending","Goalies",34,-0.276060615426185,25,-0.509880236690161
"goaltending","Goalies",35,-0.256047773176683,19,-0.765928009866844
"goaltending","Goalies",36,-0.00287323050354296,13,-0.768801240370386
"goaltending","Goalies",37,0.337965334087047,9,-0.430835906283339
"goaltending","Goalies",38,-0.695021009057017,6,-1.12585691534036
"goaltending","Goalies",39,-1.55213938919862,2,-2.67799630453898
"goaltending","Goalies",40,-0.608745021742022,3,-3.286741326281
